,S&P 500 (Live),FTSE 100 (Live),Nikkei 225 (Live),DAX (Live),Russel 2000 (Live),All Ordinaries (Live),CAC 40 (Live),Hang Seng (Live),KOSPI Composite Index (Live),AEX Index (Live),Swiss Market Index (Live),IBEX 35 (Live),S&P CNX Nifty (Live),IPC Mexico (Live),Bovespa Index (Live),S&P/TSX Composite Index (Live),Euro STOXX 50 (Live),FT Straits Times Index,FTSE MIB (Live)
,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel,Realized Kernel
DateID,SPX2.rk,FTSE2.rk,N2252.rk,GDAXI2.rk,RUT2.rk,AORD2.rk,FCHI2.rk,HSI2.rk,KS11.rk,AEX.rk,SSMI.rk,IBEX2.rk,NSEI.rk,MXX.rk,BVSP.rk,GSPTSE.rk,STOXX50E.rk,FTSTI.rk,FTSEMIB.rk
20021015,0.000490516,0.000215992,0.000197873,0.000820922,0.000220838,3.61E-05,0.000387662,5.70E-05,0.000279842,0.000467527,0.000211159,0.000221138,,0.000149274,0.000272264,3.92E-05,0.000586492,0.000157956,0.000306599
20021016,0.000213001,0.000491686,0.000143572,0.001621681,0.00012964,5.93E-05,0.001128893,6.68E-05,0.000265251,0.001179819,0.000487992,0.000485375,4.40E-05,4.34E-05,0.000187417,5.42E-05,0.001318367,6.68E-05,0.000841439
20021017,0.000569476,0.00034371,0.000173804,0.001188322,0.000255636,4.86E-05,0.000645771,0.000130412,0.000429055,0.000607429,0.000319451,0.000321913,3.67E-05,6.57E-05,0.000596023,3.32E-05,0.000965167,0.000136261,0.000339606
20021018,0.000252108,0.000382824,6.37E-05,0.001003414,4.50E-05,7.91E-05,0.000830808,6.56E-05,0.000241561,0.000608988,0.000295905,0.000447873,5.11E-05,2.38E-05,0.00033462,3.52E-05,0.000928721,0.000105188,0.00053266
20021021,0.000221425,0.00017807,0.00015857,0.000489307,5.14E-05,3.48E-05,0.000359182,8.48E-05,0.000216289,0.000345731,0.000234519,0.000329515,2.81E-05,2.78E-05,0.000244427,6.04E-05,0.00040171,9.71E-05,0.000295777
20021022,7.39E-05,,0.000177526,,2.82E-05,5.97E-05,,6.72E-05,0.00036328,,,,2.07E-05,1.15E-05,0.00010629,2.13E-05,,0.000109268,
20021023,0.000291864,0.000334434,0.00029892,0.000990765,0.000138318,2.97E-05,0.000583399,0.00011542,0.000538389,0.000536546,0.000382799,0.000360805,3.50E-05,1.70E-05,0.00041881,6.22E-05,0.000679438,7.61E-05,0.000369548
20021024,0.000242319,0.000291264,0.00017686,0.001017125,8.84E-05,4.13E-05,0.000535364,7.41E-05,0.000423909,0.000461015,0.000419936,0.000289377,3.32E-05,2.44E-05,0.000871372,6.27E-05,0.000786344,3.45E-05,0.000264749
20021025,0.000226726,0.000348182,0.000133671,0.000969427,7.71E-05,3.23E-05,0.00053164,4.91E-05,0.000302043,0.000472413,0.00055487,0.000280914,9.71E-05,1.33E-05,0.000448952,3.34E-05,0.000712881,5.39E-05,0.000347448
20021028,0.000249881,0.000226534,0.000161219,0.000670497,6.10E-05,3.54E-05,0.000305816,6.94E-05,0.000126614,0.000289069,0.000251887,0.000163117,5.19E-05,1.37E-05,0.000781213,3.25E-05,0.000597106,4.68E-05,0.000197978
20021029,0.000313833,0.000365291,0.000139826,0.000900601,9.44E-05,3.16E-05,0.000609008,5.85E-05,0.000251187,0.000556896,0.00028182,0.000335418,8.09E-05,2.80E-05,0.000675899,8.60E-05,0.00070764,7.79E-05,0.000421479
20021030,0.000186191,0.000239543,0.000209147,0.000987516,7.48E-05,1.72E-05,0.000476917,6.88E-05,0.000251891,0.000442827,0.000277148,0.000312941,7.19E-05,2.93E-05,0.000376738,3.96E-05,0.000695238,4.48E-05,0.000278541
20021031,,0.000105487,0.000256484,0.000303215,,3.02E-05,0.000217767,6.73E-05,0.000260562,0.000225346,0.000121606,0.00012791,6.45E-05,,,,0.00023282,8.73E-05,0.000106535
20021101,0.000246503,0.000159636,0.000174029,0.000510897,0.000112047,9.31E-06,0.000381201,0.000110732,0.000193661,0.000265456,0.000214592,,8.72E-05,2.44E-05,0.000324089,3.45E-05,0.0003388,4.87E-05,0.000179587
20021104,0.000201003,0.000252144,,0.000642899,8.38E-05,4.47E-05,0.000245051,5.59E-05,0.000166675,0.000137474,0.000128546,0.000119437,,5.58E-05,0.000519536,3.48E-05,0.000435771,,0.000126039
20021105,0.000101421,0.000157373,0.00011686,0.000508225,4.25E-05,2.46E-05,0.000306899,7.80E-05,0.00025321,0.000304455,0.000163737,0.000190861,3.95E-05,1.91E-05,0.000273232,4.69E-05,0.000402281,7.12E-05,0.00020055
20021106,0.00034729,0.000159568,0.000292662,0.000852983,0.000147075,6.95E-05,0.000332353,2.98E-05,0.000153922,0.000353063,0.000215392,0.000260511,,2.78E-05,0.000379947,9.10E-05,0.000525451,4.52E-05,0.00016479
20021107,0.000203012,0.000155691,0.000128279,0.000963094,9.30E-05,4.18E-05,0.000583868,6.60E-05,0.000169296,0.000606108,0.000220056,0.000335868,6.10E-05,4.66E-05,0.000378275,2.43E-05,0.000672519,8.95E-05,0.000259935
20021108,0.000181414,0.000166441,9.79E-05,0.000798995,9.35E-05,3.30E-05,0.000416635,6.17E-05,0.000136268,0.000384288,0.000246816,0.000358856,3.14E-05,2.18E-05,0.000256898,3.05E-05,0.000537795,4.77E-05,0.000297138
20021111,0.000132099,0.000157471,0.000112457,0.000502123,6.37E-05,3.50E-05,0.000258791,0.000101369,0.000131368,0.000201942,0.000135533,0.000247668,3.12E-05,2.41E-05,0.000109718,3.42E-05,0.000333892,2.29E-05,0.000259595
20021112,0.000163673,0.000148154,0.000302642,0.000496442,0.000105003,2.71E-05,0.000360155,5.55E-05,0.000180772,0.000269022,0.000197062,0.000208295,2.61E-05,1.98E-05,0.000212996,2.81E-05,0.000362166,4.78E-05,0.000278667
20021113,0.00035249,0.000228274,0.000115733,0.00070054,0.000117675,3.51E-05,0.000396417,6.32E-05,0.000138171,0.00036729,0.000210522,0.000267631,3.17E-05,3.22E-05,0.000216813,5.14E-05,0.00049588,5.39E-05,0.000220134
20021114,0.000244021,0.000160796,0.000142459,0.000593553,0.000129914,3.04E-05,0.000477679,8.49E-05,0.000131567,0.000377882,0.00018037,0.000429319,3.76E-05,5.79E-05,0.000190273,1.18E-05,0.000495568,5.16E-05,0.000204235
20021115,0.000204497,0.000260765,0.000156719,0.000433712,7.88E-05,5.06E-05,0.000352955,0.000150389,7.51E-05,0.000270746,0.000158316,0.0001505,5.34E-05,2.01E-05,,4.19E-05,0.000364617,6.82E-05,0.000220699
20021118,0.000131816,8.25E-05,0.000137584,0.000297215,0.00010409,1.72E-05,0.00017476,5.71E-05,0.000146931,0.000218159,9.34E-05,0.000146958,5.91E-05,2.14E-05,0.00025957,3.76E-05,0.00019933,4.42E-05,0.00011793
20021119,0.000120262,0.000152833,0.000239759,0.000384418,5.39E-05,2.16E-05,0.000136388,6.45E-05,0.000117848,0.000125891,0.000121028,0.00010711,,2.88E-05,0.000200969,2.98E-05,0.000242702,8.34E-05,8.88E-05
20021120,,7.92E-05,0.000145549,0.000334609,,2.68E-05,0.000234486,2.69E-05,0.000135774,0.00024189,0.00018058,0.000171543,6.66E-05,,0.000101247,,0.000249053,5.06E-05,0.00011588
20021121,0.000135684,0.000200715,0.00013138,0.000457607,6.21E-05,1.27E-05,0.000263245,3.02E-05,0.000116367,0.000270103,0.000109638,0.000153146,4.26E-05,0.000132114,0.000142666,2.17E-05,0.000484123,3.59E-05,0.000113611
20021122,9.05E-05,0.000108329,0.000137736,0.000354539,6.01E-05,2.69E-05,0.000191232,2.07E-05,7.06E-05,0.000192465,0.000139168,0.000170453,6.69E-05,2.67E-05,0.000241059,2.43E-05,0.000220936,5.29E-05,0.000210749
20021125,9.74E-05,9.86E-05,0.000173605,0.000263379,6.06E-05,2.28E-05,0.000277381,2.81E-05,5.03E-05,0.000197076,9.43E-05,0.000118522,7.78E-05,1.84E-05,0.000324115,2.56E-05,0.000205117,6.78E-05,0.000129751
20021126,0.000120669,7.42E-05,0.000285523,0.000350935,9.60E-05,1.53E-05,0.000255595,2.68E-05,0.000132355,0.000170097,8.22E-05,0.000169452,7.62E-05,2.23E-05,0.000200147,2.97E-05,0.000244411,5.33E-05,0.000159241
20021127,0.000129895,0.000107338,0.0001662,0.000463622,0.000121673,3.24E-05,0.000376668,4.63E-05,8.65E-05,0.00024757,0.0001587,0.000204827,5.81E-05,4.47E-05,0.000218865,3.62E-05,0.000306412,6.43E-05,0.00020168
20021128,,8.64E-05,0.000119948,0.000203045,,6.30E-05,0.000141941,3.10E-05,9.28E-05,0.000134033,7.76E-05,9.25E-05,6.09E-05,2.04E-05,9.22E-05,9.20E-06,0.000144626,6.29E-05,0.000121686
20021129,4.50E-05,0.00011163,0.000140372,0.000372097,4.52E-05,2.40E-05,0.000226862,4.98E-05,0.000123466,0.000191329,9.07E-05,0.000182917,8.02E-05,2.15E-05,9.62E-05,2.37E-05,0.000246688,6.88E-05,0.000176629
20021202,0.000355819,0.000103169,0.000130029,0.000509533,0.000150374,2.07E-05,0.000303015,4.50E-05,0.000136959,0.000238745,0.00015235,0.000249397,6.12E-05,8.71E-05,0.000209548,4.51E-05,0.000277927,8.61E-05,0.000215716
20021203,0.000147518,0.000106784,0.000120435,0.000396685,8.98E-05,1.83E-05,0.00028793,2.96E-05,8.06E-05,0.000278429,0.000138138,0.000203372,0.000110117,3.45E-05,0.00015598,2.55E-05,0.000309339,4.87E-05,0.000189101
20021204,0.000248238,0.000160423,0.000142183,0.000508706,0.000154616,4.64E-05,0.000381181,6.21E-05,6.59E-05,0.000308429,0.00017405,0.000203929,0.000147137,2.70E-05,0.000133193,4.30E-05,0.000390534,6.22E-05,0.000274702
20021205,0.00011171,0.000123852,9.84E-05,0.000724289,6.31E-05,1.85E-05,0.000542082,6.61E-05,0.000137435,0.000529543,0.000153053,0.000316269,9.82E-05,1.46E-05,0.000248558,3.46E-05,0.000542417,6.40E-05,0.000408292
20021206,0.00025295,0.000246603,9.93E-05,0.000809272,0.00011073,1.98E-05,0.00059231,5.58E-05,0.000109092,0.000587249,0.000211839,,0.000130021,2.22E-05,8.58E-05,3.00E-05,0.000452023,,0.000590832
20021209,0.000145766,0.000158639,0.000160149,0.000455231,7.80E-05,2.67E-05,0.000318787,9.35E-05,0.00014769,0.000351501,0.000125979,0.000235718,0.000207549,3.09E-05,0.000122545,3.74E-05,0.000354961,7.69E-05,0.000276095
20021210,0.000102315,0.000191553,0.000105562,0.000438214,6.21E-05,4.65E-05,0.000386062,4.80E-05,7.74E-05,0.000330295,0.000111624,0.000289433,8.15E-05,1.71E-05,0.000173034,2.57E-05,0.000426775,0.000156649,0.000264029
20021211,0.000127094,0.000152168,5.19E-05,0.000402731,6.64E-05,3.21E-05,0.000257224,6.05E-05,9.72E-05,0.000289171,0.000104934,0.000241268,8.44E-05,2.39E-05,0.000323658,2.66E-05,0.000300044,8.03E-05,0.000184277
20021212,0.000128911,0.000153596,7.99E-05,0.000575523,4.83E-05,3.54E-05,0.000295931,3.17E-05,0.000109811,0.000328764,0.000143234,0.000210658,5.92E-05,,0.000208282,2.25E-05,0.00037422,5.52E-05,0.000258654
20021213,0.000164486,0.000211927,0.000181566,0.000498272,5.64E-05,4.57E-05,0.000409485,3.12E-05,0.000100526,0.000392071,0.000104406,0.000283142,5.41E-05,1.68E-05,0.000218014,1.77E-05,0.00046992,6.64E-05,0.000184433
20021216,7.60E-05,0.000148526,0.000128784,0.00044711,3.24E-05,3.02E-05,0.000256235,1.99E-05,9.10E-05,0.000288231,0.000115512,0.000274398,8.59E-05,1.63E-05,0.000175173,2.15E-05,0.00029935,5.95E-05,0.000166775
20021217,7.25E-05,0.000162527,6.92E-05,0.000453386,4.35E-05,4.20E-05,0.000265371,3.27E-05,4.19E-05,0.000307899,0.00012977,0.000312924,7.16E-05,1.79E-05,0.000113037,2.00E-05,0.000336196,9.39E-05,0.000240393
20021218,0.000107169,0.000164003,9.42E-05,0.000325359,5.99E-05,9.27E-06,0.000188537,4.56E-05,0.000110342,0.000257305,8.81E-05,0.000197504,3.66E-05,3.19E-05,0.000194578,1.93E-05,0.0002461,6.11E-05,0.000176795
20021219,0.000146317,0.000334552,8.18E-05,0.001190259,6.65E-05,1.32E-05,0.000686682,5.21E-05,,0.000749813,0.000188838,0.000452162,7.66E-05,2.86E-05,0.000257628,3.25E-05,0.000831412,5.53E-05,0.000283938
20021220,0.000107852,0.000112559,8.36E-05,0.000541658,5.35E-05,1.93E-05,0.000389358,4.37E-05,0.000303067,0.000383409,0.000145962,0.000247899,2.98E-05,2.13E-05,0.000378305,2.19E-05,0.000481432,6.66E-05,0.000302006
20021223,7.30E-05,4.46E-05,,0.000348123,5.84E-05,1.80E-05,9.66E-05,4.75E-05,0.000127077,0.000273002,8.58E-05,0.000117181,3.11E-05,1.25E-05,0.000225807,1.37E-05,0.000200993,4.50E-05,9.23E-05
20021224,2.31E-05,2.79E-05,0.000115068,,1.46E-05,6.11E-06,0.000101545,1.67E-05,0.000219918,5.64E-05,,,2.69E-05,2.04E-05,,4.05E-06,,2.76E-05,
20021225,,,4.07E-05,,,,,,,,,,,,,,,,
20021226,9.02E-05,,6.52E-05,,3.69E-05,,,,0.00021869,,,,4.68E-05,1.32E-05,6.72E-05,,,3.84E-05,
20021227,7.06E-05,9.66E-05,0.000119745,0.000257003,4.06E-05,7.23E-06,0.000227505,4.28E-05,0.000285177,0.000297384,8.90E-05,0.000118678,6.19E-05,1.58E-05,8.91E-05,2.95E-05,0.000249233,5.76E-05,9.14E-05
20021230,9.28E-05,0.000129845,,0.000322082,4.05E-05,3.62E-05,0.00022349,2.70E-05,0.000760842,0.000277296,0.000145117,0.000158028,6.92E-05,1.28E-05,5.03E-05,1.42E-05,0.00021113,4.01E-05,0.00013608
20021231,0.000112365,4.60E-05,,,0.000101791,1.21E-05,0.000185031,9.96E-06,,0.000109336,,,2.46E-05,1.51E-05,,3.37E-05,,3.06E-05,
20030101,,,,,,,,,,,,,2.71E-05,,,,,,
20030102,0.000198042,0.000163278,,0.000550991,7.43E-05,2.05E-05,0.000366142,4.94E-05,0.000297641,0.000343555,,0.000225406,4.28E-05,3.35E-05,0.0001597,3.48E-05,0.000380873,3.50E-05,0.000215662
20030103,8.45E-05,0.00011113,,0.000494005,6.81E-05,3.89E-05,0.000246158,1.28E-05,0.000111291,0.000319763,0.000135289,0.000297993,4.49E-05,1.74E-05,0.000153587,1.03E-05,0.000372355,0.000114486,0.000198069
20030106,5.67E-05,0.000139888,,0.000583625,2.72E-05,5.79E-05,0.000324208,4.10E-05,0.000163191,0.000316459,0.00017824,,3.67E-05,2.43E-05,0.000220364,1.63E-05,0.000272687,6.32E-05,0.000240425
20030107,0.000114899,0.000142561,7.85E-05,0.000420766,9.90E-05,9.18E-06,0.000276658,4.75E-05,0.000234014,0.000282766,0.000147653,0.000151682,3.86E-05,2.10E-05,0.000186239,1.68E-05,0.000308981,8.10E-05,0.000179206
20030108,0.000112653,7.37E-05,7.52E-05,0.000296362,7.10E-05,2.19E-05,0.000189963,6.07E-05,0.000229577,0.000195602,0.000110236,0.00016064,3.31E-05,1.80E-05,0.000127128,1.75E-05,0.000228688,8.33E-05,8.16E-05
20030109,9.60E-05,0.000113999,9.79E-05,0.000402345,7.67E-05,2.41E-05,0.000230904,3.94E-05,0.00031249,0.000208286,0.000110639,0.00017647,2.93E-05,1.86E-05,0.000117188,1.21E-05,0.00026274,6.86E-05,0.000193335
20030110,0.000168402,0.000229713,0.000181603,0.000879919,5.99E-05,2.73E-05,0.000466835,4.72E-05,0.001018377,0.000343655,0.000180119,0.00030438,0.000105514,2.60E-05,0.000199675,2.04E-05,0.000578136,4.91E-05,0.000311307
20030113,0.000113826,0.000151382,,0.000459943,7.67E-05,1.78E-05,0.000193299,4.74E-05,0.000262851,0.000184829,8.36E-05,0.000158331,4.18E-05,2.28E-05,0.000187016,1.58E-05,0.000268286,0.000122552,0.0001425
20030114,6.39E-05,0.000121283,9.92E-05,0.000484672,3.42E-05,1.41E-05,0.000213442,3.07E-05,0.000234412,0.000179038,9.22E-05,0.000123393,3.63E-05,1.21E-05,0.00012108,1.06E-05,0.000270931,0.00014427,0.000169758
20030115,7.74E-05,0.000112765,0.000112563,0.000353472,5.03E-05,9.66E-06,0.000176351,4.40E-05,0.000223503,0.000174377,0.000122612,0.000113261,3.23E-05,1.72E-05,0.000153547,2.27E-05,0.000244993,6.05E-05,0.000149127
20030116,0.000101859,7.32E-05,0.000105748,0.000347039,6.77E-05,2.76E-05,0.000171515,2.51E-05,0.000429832,0.000145076,9.64E-05,0.000128965,2.31E-05,1.83E-05,0.000221289,1.12E-05,0.000205266,6.48E-05,0.00010888
20030117,,,7.93E-05,,,8.11E-06,,3.72E-05,0.000159069,,,,2.00E-05,,,,,3.79E-05,
20030120,,7.34E-05,0.000134115,0.000267726,,2.04E-05,0.000131145,2.96E-05,0.000142463,9.82E-05,0.000109611,0.000130933,1.95E-05,5.42E-06,0.000135468,2.90E-05,0.00017944,5.31E-05,8.17E-05
20030121,,,0.000157377,0.000619421,3.55E-05,,,,,,0.000182388,,2.47E-05,2.02E-05,,,0.000446063,,0.000218303
20030122,0.000101233,0.00016059,0.00014146,0.000580418,4.70E-05,2.85E-05,0.000354624,3.88E-05,0.000191032,0.000403147,0.000222406,0.000156014,2.80E-05,2.15E-05,0.000279736,1.45E-05,0.000446605,2.78E-05,0.000247538
20030123,0.000134481,0.000265736,0.000174733,0.000755066,7.19E-05,5.57E-06,0.000288137,2.84E-05,0.000245181,0.000427123,0.000246102,0.000151679,4.17E-05,4.35E-05,0.000296386,1.19E-05,0.00054545,6.08E-05,0.000236458
20030124,0.000169081,0.000382186,0.000133304,0.000738195,7.02E-05,9.13E-06,0.000432233,6.48E-05,0.000254568,0.000444398,0.000149215,0.000168528,6.06E-05,1.75E-05,0.000241465,2.55E-05,0.000511212,7.48E-05,0.000232907
20030127,0.000257015,0.000491597,5.77E-05,0.000901005,9.50E-05,,0.00050137,4.58E-05,0.000235591,0.000722392,0.000365156,0.000230154,0.00013348,4.60E-05,0.000377781,3.90E-05,0.00067585,4.90E-05,0.00022942
20030128,0.000156261,0.000306082,5.58E-05,0.000738002,0.000114341,0.000123926,0.000356608,4.46E-05,0.000128301,0.000404697,0.000297526,0.000256847,0.000167001,2.55E-05,0.000174803,2.50E-05,0.000582064,5.03E-05,0.000251321
20030129,0.000235653,0.000344835,0.000107906,0.00092815,8.35E-05,2.53E-05,0.000528332,4.61E-05,0.000222018,0.000733237,0.000364378,0.000402754,0.000123109,4.55E-05,0.000240913,3.58E-05,0.000742412,0.000202903,0.000304763
20030130,0.00015071,0.000269133,0.000120464,0.000704504,6.93E-05,1.76E-05,0.000334461,4.71E-05,0.000104815,0.000412585,0.000278026,0.000216214,8.14E-05,3.18E-05,0.000402314,2.80E-05,0.000497641,0.000111171,0.000189066
20030131,0.000220797,0.000450392,0.000147422,0.000886756,8.12E-05,6.78E-05,0.000284917,,,0.000336685,0.000188615,0.000149532,0.000105102,2.47E-05,0.000184332,4.04E-05,0.000654187,6.18E-05,0.000195998
20030203,0.000123589,0.000756682,0.000160044,0.000432736,3.88E-05,2.20E-05,0.000139521,,0.000129496,0.000192741,8.94E-05,0.000107388,5.71E-05,2.50E-05,0.00017348,1.85E-05,0.000227217,,7.17E-05
20030204,0.000203527,0.000167558,0.000119469,0.000358345,5.38E-05,2.67E-05,0.000150869,4.40E-05,0.000174248,0.000243275,0.000182525,0.000128373,7.50E-05,3.55E-05,0.000207726,1.75E-05,0.000256686,5.43E-05,8.99E-05
20030205,0.000219773,0.000209986,0.000128703,0.000835655,0.000269979,4.48E-05,0.000402323,3.71E-05,0.000103526,0.000424692,0.000159679,0.000365967,6.73E-05,,0.000244866,2.02E-05,0.000520106,7.33E-05,0.000243991
20030206,0.000182161,0.000320893,8.87E-05,0.000736004,6.27E-05,4.70E-05,0.000391262,5.52E-05,0.000159245,0.000457185,0.000306751,0.000298283,4.90E-05,3.37E-05,0.000222806,1.54E-05,0.000531103,0.000132942,0.000212064
20030207,0.000164796,0.000218171,5.77E-05,0.000702222,6.77E-05,3.02E-05,0.000378409,3.31E-05,0.000266429,0.000555448,0.000241458,0.000252808,6.35E-05,2.75E-05,0.000216679,1.26E-05,0.000526913,5.91E-05,0.000179002
20030210,0.000154183,0.000154398,8.89E-05,0.000538628,3.79E-05,2.59E-05,0.000283634,2.03E-05,0.000176022,0.000308428,0.000163936,0.000196662,4.12E-05,1.90E-05,0.000288293,1.98E-05,0.000308225,4.80E-05,0.000131827
20030211,0.000107271,0.000187939,,0.000335437,5.26E-05,2.67E-05,0.000143851,4.19E-05,0.000747241,0.000214414,0.000109234,8.76E-05,5.56E-05,2.14E-05,0.000177449,1.43E-05,0.000234337,4.33E-05,0.000121748
20030212,0.000111472,0.000148549,9.59E-05,0.000416296,4.82E-05,3.63E-05,0.000171837,3.68E-05,0.000143819,0.000210522,0.000157942,0.000118107,4.63E-05,1.79E-05,0.000202969,9.64E-06,0.000343339,,0.000126219
20030213,0.000160214,0.000214962,8.94E-05,0.000404897,4.64E-05,5.04E-05,0.000220519,7.42E-05,0.000404025,0.00036426,0.000195914,0.000143308,,2.28E-05,0.00028512,9.83E-06,0.000338647,9.58E-05,0.000149069
20030214,0.000208422,0.000240728,0.000119543,0.000970712,5.41E-05,4.59E-05,0.000382719,4.15E-05,0.000201901,0.00057313,0.000226762,0.000294079,4.11E-05,2.19E-05,0.00022211,1.75E-05,0.000637887,4.37E-05,0.000258716
20030217,,0.000236896,5.21E-05,0.000256485,,5.15E-05,7.15E-05,6.73E-05,9.18E-05,7.87E-05,7.08E-05,5.26E-05,8.20E-05,8.88E-06,0.000139788,1.25E-05,0.000248197,9.38E-05,4.37E-05
20030218,0.000142623,9.93E-05,0.00010616,0.000291436,5.34E-05,1.83E-05,0.000150237,2.76E-05,0.000351656,0.000162783,0.000134922,0.000105214,4.28E-05,2.56E-05,0.000192879,1.28E-05,0.000173866,7.14E-05,8.24E-05
20030219,6.68E-05,0.000132199,6.77E-05,0.000419969,3.19E-05,7.06E-05,0.000185493,4.12E-05,0.000245083,0.000190348,0.000162948,9.71E-05,5.82E-05,9.90E-06,0.000181192,1.32E-05,0.00021829,7.17E-05,0.000103175
20030220,8.15E-05,0.000139178,6.74E-05,0.000401156,1.93E-05,3.45E-05,0.000278685,3.94E-05,0.000186121,0.000330876,0.000190907,0.000190168,2.94E-05,1.41E-05,9.58E-05,1.09E-05,0.000331563,7.63E-05,0.000132013
20030221,0.00015005,8.70E-05,8.00E-05,0.000412732,6.61E-05,5.55E-05,0.000215957,5.57E-05,0.000105563,0.000177539,0.000174132,0.000132809,2.98E-05,1.51E-05,0.000121407,1.37E-05,0.000253398,6.19E-05,0.000153595
20030224,9.51E-05,9.85E-05,6.68E-05,0.000240544,5.97E-05,7.16E-05,0.000237272,3.20E-05,0.000113015,0.001085274,0.000124373,0.000130215,2.34E-05,1.55E-05,0.000158839,1.23E-05,0.0002653,4.14E-05,0.000115992
20030225,0.000228516,0.000233088,0.000153835,0.000701746,7.81E-05,6.68E-05,0.000381709,2.43E-05,0.000164276,0.000682768,0.000230893,0.000176719,5.23E-05,3.81E-05,0.000318732,2.20E-05,0.000546042,5.53E-05,0.000163575
20030226,0.000117561,0.000195307,0.000120341,0.000617649,4.90E-05,5.10E-05,0.000337526,2.24E-05,0.000150761,0.000579132,0.000259012,0.00017244,5.44E-05,1.95E-05,0.000152731,1.49E-05,0.00053995,5.78E-05,0.000186379
20030227,0.000173193,0.000221807,0.000123612,0.000640581,7.01E-05,3.62E-05,0.00049804,7.32E-05,0.000138964,0.000695033,0.000240707,0.000247912,4.65E-05,1.03E-05,0.000173826,2.41E-05,0.000568027,7.05E-05,0.00035126
20030228,0.000107364,0.000124652,8.13E-05,0.000401944,3.42E-05,7.27E-05,0.000269236,2.84E-05,0.000129379,0.000364783,0.000211391,0.000127958,0.000190195,1.01E-05,0.000141863,2.24E-05,0.000287546,7.21E-05,0.000173211
20030303,0.000130551,0.000126073,9.67E-05,0.000354865,7.32E-05,3.60E-05,0.000185578,8.45E-05,8.52E-05,0.000344079,0.000172857,0.000146696,4.57E-05,8.90E-06,,4.08E-05,0.000301885,3.97E-05,0.000129023
20030304,6.05E-05,0.000125054,8.63E-05,0.000292596,1.37E-05,2.91E-05,0.000231785,3.39E-05,0.000106814,0.000246784,0.000136619,0.000135397,3.51E-05,1.30E-05,,2.72E-05,0.00026149,6.04E-05,0.000149821
20030305,0.000119916,0.000181219,7.56E-05,0.000339624,3.79E-05,5.33E-05,0.000226569,5.06E-05,9.33E-05,0.000291777,0.000147065,0.000112923,6.52E-05,1.32E-05,0.000196462,3.24E-05,0.000279995,2.80E-05,0.000151023
20030306,0.00015599,0.000126908,6.10E-05,0.000377393,3.70E-05,2.23E-05,0.000200347,5.73E-05,0.000251218,0.000293879,0.000228782,0.000150393,4.36E-05,1.12E-05,0.000175021,1.47E-05,0.000265038,7.28E-05,0.000172522
20030307,0.000323244,0.000188785,0.000124653,0.000416367,9.73E-05,3.18E-05,0.000299189,5.14E-05,0.000291646,0.000560363,0.000216397,0.00016373,6.50E-05,3.14E-05,0.000286549,4.55E-05,0.000419496,9.82E-05,0.00011451
20030310,0.00011012,0.000151373,0.000148645,0.000358655,4.54E-05,2.19E-05,0.000198883,4.55E-05,0.000155372,0.000531262,0.000237568,0.00014924,5.81E-05,1.26E-05,0.00031383,1.98E-05,0.000261286,3.86E-05,0.000174894
20030311,0.000131745,0.000212742,0.000185187,0.000671563,5.20E-05,8.63E-05,0.000479782,6.49E-05,0.000149273,0.001276132,0.000265148,0.000319719,7.81E-05,1.08E-05,0.000250416,1.87E-05,0.000645384,6.22E-05,0.00035079
20030312,0.00016367,0.000435286,0.000148757,0.000910928,3.90E-05,3.34E-05,0.000564824,4.54E-05,0.000187203,0.001323848,0.000599289,0.000222125,4.91E-05,2.50E-05,8.93E-05,3.89E-05,0.000775073,8.42E-05,0.000350466
20030313,0.000232438,0.000375669,0.000129752,0.00101252,6.49E-05,2.72E-05,0.000459954,4.83E-05,0.000771957,0.000847941,0.000253269,0.000176925,6.89E-05,3.30E-05,0.000226294,1.76E-05,0.000789388,6.03E-05,0.000255224
20030314,0.000243641,0.00059696,0.000172251,0.001058318,8.24E-05,8.26E-05,0.000683321,1.88E-05,0.00017916,0.001118306,0.000325465,0.000308798,,1.76E-05,0.00022926,2.54E-05,0.000986845,6.36E-05,0.000366157
20030317,0.000335708,0.000787041,6.50E-05,0.001823318,0.000162886,3.62E-05,0.001246466,4.10E-05,0.000186574,0.001851569,0.000668663,0.000557148,9.63E-05,2.84E-05,0.000346244,6.85E-05,0.001895169,9.70E-05,0.000810971
